date,number,species,treatment,cohort,week,height (cm),leaf number,bolting Y/N,buds,notes
16-Jan,95,ceso,high N,4,3,3.7,3,N,NA,
16-Jan,96,ceso,high N,1,3,NA,NA,NA,NA,
16-Jan,97,heco,low N,1,3,NA,NA,NA,NA,
16-Jan,98,heco,low N,4,3,2.2,4,N,NA,
16-Jan,99,ceso,low N,2,3,2.8,2,N,NA,
16-Jan,100,ceso,high N,1,3,NA,NA,NA,NA,
16-Jan,101,ceso,high N,2,3,4.2,3,N,NA,
16-Jan,102,heco,low N,2,3,2.7,4,N,NA,
16-Jan,103,ceso,high N,3,3,4.1,2,N,NA,
16-Jan,104,heco,low N,2,3,3.8,4,N,NA,
16-Jan,105,heco,high N,2,3,4.3,6,N,NA,
16-Jan,106,ceso,high N,3,3,3.9,3,N,NA,
16-Jan,107,ceso,low N,3,3,3.5,2,N,NA,
16-Jan,108,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,109,heco,low N,1,3,NA,NA,NA,NA,
16-Jan,110,heco,low N,2,3,2.7,4,N,NA,
16-Jan,111,ceso,high N,4,3,5.7,3,N,NA,
16-Jan,112,heco,low N,1,3,NA,NA,NA,NA,
16-Jan,113,ceso,low N,4,3,3.8,2,N,NA,
16-Jan,114,heco,high N,3,3,2.6,4,N,NA,
16-Jan,115,heco,high N,1,3,NA,NA,NA,NA,
16-Jan,116,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,117,ceso,low N,4,3,2.8,2,N,NA,
16-Jan,118,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,119,ceso,high N,4,3,5.3,3,N,NA,bent
16-Jan,120,ceso,low N,4,3,6.9,3,N,NA,
16-Jan,121,heco,high N,4,3,4.4,4,N,NA,
16-Jan,122,ceso,high N,2,3,6.4,3,N,NA,bent
16-Jan,123,ceso,high N,1,3,NA,NA,NA,NA,
16-Jan,124,heco,high N,4,3,4.3,6,N,NA,
16-Jan,125,heco,high N,1,3,NA,NA,NA,NA,
16-Jan,126,heco,high N,4,3,3.2,4,N,NA,
16-Jan,127,heco,high N,4,3,4.2,4,N,NA,
16-Jan,128,heco,low N,1,3,NA,NA,NA,NA,
16-Jan,129,heco,low N,4,3,4.9,4,N,NA,
16-Jan,130,heco,high N,1,3,NA,NA,NA,NA,
16-Jan,131,ceso,high N,3,3,5.7,3,N,NA,
16-Jan,132,heco,low N,4,3,2,4,N,NA,
16-Jan,133,heco,high N,2,3,2.5,4,N,NA,
16-Jan,134,heco,high N,1,3,NA,NA,NA,NA,
16-Jan,135,heco,low N,2,3,2.9,4,N,NA,
16-Jan,136,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,137,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,138,ceso,low N,2,3,5.5,3,N,NA,
16-Jan,139,heco,low N,3,3,3.6,4,N,NA,
16-Jan,140,heco,low N,4,3,2.6,4,N,NA,
16-Jan,141,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,142,ceso,high N,2,3,5.2,3,N,NA,
16-Jan,143,heco,high N,4,3,4.4,6,N,NA,
16-Jan,144,heco,low N,2,3,2.6,4,N,NA,
16-Jan,145,ceso,high N,4,3,5.7,3,N,NA,
16-Jan,146,ceso,low N,1,3,NA,NA,NA,NA,
16-Jan,147,ceso,low N,3,3,3.6,2,N,NA,
16-Jan,148,ceso,high N,3,3,3.9,4,N,NA,
16-Jan,149,ceso,high N,1,3,NA,NA,NA,NA,
16-Jan,150,heco,low N,4,3,3.4,4,N,NA,
16-Jan,151,ceso,low N,2,3,2.8,2,N,NA,
16-Jan,152,ceso,high N,3,3,5.7,3,N,NA,
16-Jan,153,ceso,high N,1,3,NA,NA,NA,NA,
16-Jan,154,ceso,low N,2,3,3.4,3,N,NA,
16-Jan,155,ceso,low N,4,3,4.4,2,N,NA,
16-Jan,156,ceso,low N,3,3,2.9,2,N,NA,
16-Jan,157,ceso,high N,4,3,4.6,3,N,NA,
16-Jan,158,ceso,low N,3,3,4.3,2,N,NA,
16-Jan,159,ceso,high N,3,3,6.6,3,N,NA,
16-Jan,160,heco,low N,1,3,NA,NA,NA,NA,
23-Jan,1,heco,low N,4,4,3.5,4,N,NA,first week of full sunlight after periods of cloudY daYs/storms
23-Jan,2,heco,high N,4,4,5.2,6,N,NA,
23-Jan,3,heco,high N,3,4,4.4,4,N,NA,
23-Jan,4,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,5,heco,low N,3,4,5.1,6,N,NA,
23-Jan,6,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,7,heco,high N,3,4,4.7,6,N,NA,
23-Jan,8,heco,low N,3,4,6.4,6,N,NA,
23-Jan,9,ceso,high N,3,4,6.4,4,N,NA,bent
23-Jan,10,ceso,high N,4,4,4.4,5,N,NA,
23-Jan,11,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,12,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,13,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,14,ceso,high N,3,4,3.3,6,N,NA,
23-Jan,15,ceso,low N,4,4,3.3,4,N,NA,
23-Jan,16,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,17,heco,high N,3,4,2.7,6,N,NA,
23-Jan,18,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,19,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,20,ceso,high N,4,4,5.9,5,N,NA,
23-Jan,21,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,22,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,23,ceso,low N,3,4,2.9,3,N,NA,
23-Jan,24,heco,low N,3,4,4.6,6,N,NA,
23-Jan,25,ceso,low N,4,4,5.1,4,N,NA,
23-Jan,26,heco,high N,2,4,5.1,6,N,NA,
23-Jan,27,heco,high N,3,4,NA,NA,NA,NA,
23-Jan,28,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,29,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,30,heco,high N,3,4,5.9,8,N,NA,
23-Jan,31,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,32,ceso,low N,3,4,2.6,4,N,NA,
23-Jan,33,heco,high N,4,4,3.6,6,N,NA,
23-Jan,34,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,35,ceso,low N,3,4,4.1,4,N,NA,
23-Jan,36,heco,high N,4,4,4.8,6,N,NA,
23-Jan,37,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,38,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,39,heco,low N,3,4,4.9,6,N,NA,
23-Jan,40,ceso,low N,3,4,4.3,4,N,NA,
23-Jan,41,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,42,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,43,ceso,high N,4,4,6.7,5,N,NA,
23-Jan,44,heco,low N,3,4,4.4,6,N,NA,
23-Jan,45,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,46,heco,low N,4,4,3.1,4,N,NA,
23-Jan,47,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,48,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,49,heco,low N,3,4,6.8,6,N,NA,
23-Jan,50,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,51,heco,high N,3,4,5.3,6,N,NA,
23-Jan,52,heco,low N,3,4,4.1,4,N,NA,
23-Jan,53,heco,high N,4,4,6.2,6,N,NA,bent
23-Jan,54,ceso,high N,3,4,5.9,5,N,NA,
23-Jan,55,heco,high N,4,4,5.3,6,N,NA,
23-Jan,56,heco,low N,4,4,2.3,4,N,NA,
23-Jan,57,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,58,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,59,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,60,heco,high N,3,4,6.2,6,N,NA,
23-Jan,61,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,62,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,63,heco,high N,3,4,4.5,6,N,NA,
23-Jan,64,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,65,heco,low N,3,4,7.6,4,N,NA,
23-Jan,66,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,67,ceso,high N,4,4,7.2,6,N,NA,bent
23-Jan,68,ceso,low N,4,4,4.3,4,N,NA,
23-Jan,69,heco,low N,4,4,4.2,4,N,NA,
23-Jan,70,heco,low N,4,4,4.2,4,N,NA,
23-Jan,71,ceso,low N,3,4,5.1,4,N,NA,
23-Jan,72,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,73,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,74,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,75,ceso,low N,4,4,5.1,5,N,NA,
23-Jan,76,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,77,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,78,ceso,high N,3,4,6.1,5,N,NA,
23-Jan,79,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,80,ceso,low N,4,4,6.6,3,N,NA,
23-Jan,81,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,82,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,83,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,84,ceso,low N,3,4,5.7,4,N,NA,
23-Jan,85,ceso,low N,4,4,6.7,4,N,NA,
23-Jan,86,heco,low N,3,4,3.4,4,N,NA,
23-Jan,87,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,88,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,89,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,90,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,91,ceso,high N,4,4,7.8,5,N,NA,bent
23-Jan,92,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,93,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,94,heco,high N,3,4,3.6,6,N,NA,
23-Jan,95,ceso,high N,4,4,5.9,4,N,NA,
23-Jan,96,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,97,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,98,heco,low N,4,4,4.6,4,N,NA,
23-Jan,99,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,100,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,101,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,102,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,103,ceso,high N,3,4,6.9,4,N,NA,
23-Jan,104,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,105,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,106,ceso,high N,3,4,5.4,8,N,NA,
23-Jan,107,ceso,low N,3,4,4.3,4,N,NA,
23-Jan,108,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,109,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,110,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,111,ceso,high N,4,4,8.4,5,N,NA,
23-Jan,112,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,113,ceso,low N,4,4,5.3,4,N,NA,
23-Jan,114,heco,high N,3,4,4.6,6,N,NA,
23-Jan,115,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,116,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,117,ceso,low N,4,4,3,4,N,NA,
23-Jan,118,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,119,ceso,high N,4,4,9.1,6,N,NA,
23-Jan,120,ceso,low N,4,4,8.9,5,N,NA,
23-Jan,121,heco,high N,4,4,8.8,6,N,NA,
23-Jan,122,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,123,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,124,heco,high N,4,4,6.3,6,N,NA,
23-Jan,125,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,126,heco,high N,4,4,6.9,6,N,NA,
23-Jan,127,heco,high N,4,4,5.9,6,N,NA,
23-Jan,128,heco,low N,1,4,NA,NA,NA,NA,
23-Jan,129,heco,low N,4,4,7.3,6,N,NA,
23-Jan,130,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,131,ceso,high N,3,4,7.2,7,N,NA,
23-Jan,132,heco,low N,4,4,3.6,4,N,NA,
23-Jan,133,heco,high N,2,4,NA,NA,NA,NA,
23-Jan,134,heco,high N,1,4,NA,NA,NA,NA,
23-Jan,135,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,136,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,137,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,138,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,139,heco,low N,3,4,6.2,6,N,NA,
23-Jan,140,heco,low N,4,4,4.8,6,N,NA,
23-Jan,141,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,142,ceso,high N,2,4,NA,NA,NA,NA,
23-Jan,143,heco,high N,4,4,10.4,8,N,NA,
23-Jan,144,heco,low N,2,4,NA,NA,NA,NA,
23-Jan,145,ceso,high N,4,4,5.8,5,N,NA,
23-Jan,146,ceso,low N,1,4,NA,NA,NA,NA,
23-Jan,147,ceso,low N,3,4,5.9,4,N,NA,
23-Jan,148,ceso,high N,3,4,9.3,6,N,NA,
23-Jan,149,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,150,heco,low N,4,4,3.6,6,N,NA,
23-Jan,151,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,152,ceso,high N,3,4,7.3,6,N,NA,
23-Jan,153,ceso,high N,1,4,NA,NA,NA,NA,
23-Jan,154,ceso,low N,2,4,NA,NA,NA,NA,
23-Jan,155,ceso,low N,4,4,5.9,4,N,NA,
23-Jan,156,ceso,low N,3,4,4.4,4,N,NA,
23-Jan,157,ceso,high N,4,4,7.2,5,N,NA,
23-Jan,158,ceso,low N,3,4,5.9,4,N,NA,bent
23-Jan,159,ceso,high N,3,4,8,6,N,NA,bent
23-Jan,160,heco,low N,1,4,NA,NA,NA,NA,
30-Jan,1,heco,low N,4,5,5.3,6,N,NA,
30-Jan,2,heco,high N,4,5,5.6,8,N,NA,
30-Jan,3,heco,high N,3,5,4.9,6,N,NA,
30-Jan,4,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,5,heco,low N,3,5,7.9,6,N,NA,
30-Jan,6,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,7,heco,high N,3,5,6.4,8,N,NA,
30-Jan,8,heco,low N,3,5,6.8,6,N,NA,
30-Jan,9,ceso,high N,3,5,7.7,7,N,NA,
30-Jan,10,ceso,high N,4,5,6.2,6,N,NA,
30-Jan,11,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,12,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,13,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,14,ceso,high N,3,5,5.4,7,N,NA,
30-Jan,15,ceso,low N,4,5,6.7,6,N,NA,
30-Jan,16,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,17,heco,high N,3,5,3.4,8,N,NA,
30-Jan,18,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,19,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,20,ceso,high N,4,5,7.3,8,N,NA,
30-Jan,21,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,22,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,23,ceso,low N,3,5,5.1,5,N,NA,
30-Jan,24,heco,low N,3,5,7,6,N,NA,
30-Jan,25,ceso,low N,4,5,6.3,7,N,NA,
30-Jan,26,heco,high N,2,5,5.3,8,N,NA,
30-Jan,27,heco,high N,3,5,NA,NA,NA,NA,
30-Jan,28,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,29,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,30,heco,high N,3,5,4.9,10,N,NA,
30-Jan,31,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,32,ceso,low N,3,5,4.7,6,N,NA,
30-Jan,33,heco,high N,4,5,5.2,8,N,NA,
30-Jan,34,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,35,ceso,low N,3,5,6,6,N,NA,
30-Jan,36,heco,high N,4,5,6.2,10,N,NA,
30-Jan,37,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,38,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,39,heco,low N,3,5,9,8,N,NA,
30-Jan,40,ceso,low N,3,5,7.2,6,N,NA,
30-Jan,41,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,42,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,43,ceso,high N,4,5,11.6,7,N,NA,
30-Jan,44,heco,low N,3,5,9.3,8,N,NA,
30-Jan,45,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,46,heco,low N,4,5,3.4,6,N,NA,
30-Jan,47,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,48,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,49,heco,low N,3,5,7.7,8,N,NA,
30-Jan,50,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,51,heco,high N,3,5,6.9,8,N,NA,
30-Jan,52,heco,low N,3,5,4.3,6,N,NA,
30-Jan,53,heco,high N,4,5,10.6,10,N,NA,
30-Jan,54,ceso,high N,3,5,7.4,8,N,NA,
30-Jan,55,heco,high N,4,5,5.9,8,N,NA,
30-Jan,56,heco,low N,4,5,3.3,6,N,NA,
30-Jan,57,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,58,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,59,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,60,heco,high N,3,5,9.6,8,N,NA,
30-Jan,61,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,62,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,63,heco,high N,3,5,8.2,8,N,NA,
30-Jan,64,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,65,heco,low N,3,5,8.5,6,N,NA,
30-Jan,66,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,67,ceso,high N,4,5,11,7,N,NA,
30-Jan,68,ceso,low N,4,5,6.3,6,N,NA,
30-Jan,69,heco,low N,4,5,5.1,6,N,NA,
30-Jan,70,heco,low N,4,5,4.6,6,N,NA,
30-Jan,71,ceso,low N,3,5,9.5,6,N,NA,
30-Jan,72,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,73,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,74,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,75,ceso,low N,4,5,4.6,7,N,NA,
30-Jan,76,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,77,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,78,ceso,high N,3,5,12.9,8,N,NA,
30-Jan,79,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,80,ceso,low N,4,5,8.2,5,N,NA,
30-Jan,81,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,82,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,83,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,84,ceso,low N,3,5,5.4,6,N,NA,
30-Jan,85,ceso,low N,4,5,7.6,6,N,NA,
30-Jan,86,heco,low N,3,5,4.9,6,N,NA,
30-Jan,87,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,88,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,89,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,90,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,91,ceso,high N,4,5,10.1,8,N,NA,
30-Jan,92,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,93,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,94,heco,high N,3,5,5.1,8,N,NA,
30-Jan,95,ceso,high N,4,5,10.4,6,N,NA,
30-Jan,96,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,97,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,98,heco,low N,4,5,5.7,6,N,NA,
30-Jan,99,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,100,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,101,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,102,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,103,ceso,high N,3,5,10.3,7,N,NA,
30-Jan,104,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,105,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,106,ceso,high N,3,5,12.3,8,N,NA,
30-Jan,107,ceso,low N,3,5,10.3,6,N,NA,
30-Jan,108,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,109,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,110,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,111,ceso,high N,4,5,12.7,7,N,NA,
30-Jan,112,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,113,ceso,low N,4,5,7.2,6,N,NA,
30-Jan,114,heco,high N,3,5,5.8,8,N,NA,
30-Jan,115,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,116,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,117,ceso,low N,4,5,3.6,6,N,NA,
30-Jan,118,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,119,ceso,high N,4,5,14.6,8,N,NA,
30-Jan,120,ceso,low N,4,5,9.3,7,N,NA,
30-Jan,121,heco,high N,4,5,7.7,10,N,NA,
30-Jan,122,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,123,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,124,heco,high N,4,5,9.1,16,N,NA,
30-Jan,125,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,126,heco,high N,4,5,6.6,10,N,NA,
30-Jan,127,heco,high N,4,5,9.5,8,N,NA,
30-Jan,128,heco,low N,1,5,NA,NA,NA,NA,
30-Jan,129,heco,low N,4,5,10.8,6,N,NA,
30-Jan,130,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,131,ceso,high N,3,5,10.7,9,N,NA,
30-Jan,132,heco,low N,4,5,4.7,6,N,NA,
30-Jan,133,heco,high N,2,5,NA,NA,NA,NA,
30-Jan,134,heco,high N,1,5,NA,NA,NA,NA,
30-Jan,135,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,136,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,137,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,138,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,139,heco,low N,3,5,8.6,8,N,NA,
30-Jan,140,heco,low N,4,5,7.9,8,N,NA,
30-Jan,141,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,142,ceso,high N,2,5,NA,NA,NA,NA,
30-Jan,143,heco,high N,4,5,10.2,16,N,NA,
30-Jan,144,heco,low N,2,5,NA,NA,NA,NA,
30-Jan,145,ceso,high N,4,5,10.9,6,N,NA,
30-Jan,146,ceso,low N,1,5,NA,NA,NA,NA,
30-Jan,147,ceso,low N,3,5,10.3,6,N,NA,
30-Jan,148,ceso,high N,3,5,14.1,10,N,NA,
30-Jan,149,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,150,heco,low N,4,5,4.4,8,N,NA,
30-Jan,151,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,152,ceso,high N,3,5,13.8,9,N,NA,
30-Jan,153,ceso,high N,1,5,NA,NA,NA,NA,
30-Jan,154,ceso,low N,2,5,NA,NA,NA,NA,
30-Jan,155,ceso,low N,4,5,9.9,7,N,NA,bent
30-Jan,156,ceso,low N,3,5,7.2,5,N,NA,bent
30-Jan,157,ceso,high N,4,5,11.4,8,N,NA,
30-Jan,158,ceso,low N,3,5,11.8,7,N,NA,
30-Jan,159,ceso,high N,3,5,12.5,10,N,NA,
30-Jan,160,heco,low N,1,5,NA,NA,NA,NA,
6-Feb,1,heco,low N,4,6,5.5,8,N,NA,
6-Feb,2,heco,high N,4,6,6.6,12,N,NA,
6-Feb,3,heco,high N,3,6,4.7,8,N,NA,
6-Feb,4,heco,low N,1,6,NA,NA,NA,NA,
6-Feb,5,heco,low N,3,6,7.2,8,N,NA,
6-Feb,6,heco,high N,1,6,NA,NA,NA,NA,
6-Feb,7,heco,high N,3,6,7.9,10,N,NA,
6-Feb,8,heco,low N,3,6,7,10,N,NA,
6-Feb,9,ceso,high N,3,6,8,10,N,NA,
6-Feb,10,ceso,high N,4,6,9.3,8,N,NA,
6-Feb,11,ceso,high N,2,6,NA,NA,NA,NA,
6-Feb,12,ceso,low N,2,6,NA,NA,NA,NA,
6-Feb,13,ceso,low N,2,6,NA,NA,NA,NA,
6-Feb,14,ceso,high N,3,6,10.6,11,N,NA,
