date,number,species,treatment,cohort,week,height (cm),leaf number,bolting Y/N,buds,notes
20-Feb,91,ceso,high N,4,8,44.1,41,Y,2,"7 branches, 5 Yellow leaves"
20-Feb,92,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,93,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,94,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,95,ceso,high N,4,8,13.6,23,N,NA,3 Yellow leaves
20-Feb,96,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,97,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,98,heco,low N,4,8,13.3,14,N,NA,
20-Feb,99,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,100,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,101,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,102,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,103,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,104,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,105,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,106,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,107,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,108,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,109,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,110,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,111,ceso,high N,4,8,53.3,32,Y,1,"12 branches, 5 Yellow leaves"
20-Feb,112,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,113,ceso,low N,4,8,8.9,14,N,NA,
20-Feb,114,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,115,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,116,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,117,ceso,low N,4,8,11.1,12,N,NA,
20-Feb,118,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,119,ceso,high N,4,8,16.4,22,ready,NA,"pre-bolting, 3 Yellow leaves"
20-Feb,120,ceso,low N,4,8,8.1,13,N,NA,
20-Feb,121,heco,high N,4,8,25.2,74,Y,0,
20-Feb,122,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,123,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,124,heco,high N,4,8,22.4,48,ready,NA,pre-bolting
20-Feb,125,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,126,heco,high N,4,8,24.2,54,ready,NA,pre-bolting
20-Feb,127,heco,high N,4,8,26.2,96,Y,0,
20-Feb,128,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,129,heco,low N,4,8,18.1,14,N,NA,
20-Feb,130,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,131,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,132,heco,low N,4,8,15.7,12,N,NA,
20-Feb,133,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,134,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,135,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,136,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,137,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,138,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,139,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,140,heco,low N,4,8,15.6,16,N,NA,
20-Feb,141,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,142,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,143,heco,high N,4,8,26.8,76,Y,0,
20-Feb,144,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,145,ceso,high N,4,8,11.3,19,N,NA,3 Yellow leaves
20-Feb,146,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,147,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,148,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,149,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,150,heco,low N,4,8,12,16,N,NA,
20-Feb,151,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,152,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,153,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,154,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,155,ceso,low N,4,8,5.9,16,N,NA,
20-Feb,156,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,157,ceso,high N,4,8,9.7,18,N,NA,
20-Feb,158,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,159,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,160,heco,low N,1,8,NA,NA,NA,NA,
28-Feb,1,heco,low N,4,9,16.9,14,N,NA,
28-Feb,2,heco,high N,4,9,19.8,56,N,NA,
28-Feb,3,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,4,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,5,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,6,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,7,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,8,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,9,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,10,ceso,high N,4,9,22.5,19,N,NA,
28-Feb,11,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,12,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,13,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,14,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,15,ceso,low N,4,9,11.1,16,N,NA,
28-Feb,16,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,17,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,18,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,19,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,20,ceso,high N,4,9,12.3,28,N,NA,5Y
28-Feb,21,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,22,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,23,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,24,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,25,ceso,low N,4,9,9.3,19,N,NA,"2Y, 8 white tips"
28-Feb,26,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,27,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,28,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,29,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,30,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,31,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,32,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,33,heco,high N,4,9,22.5,68,ready,NA,
28-Feb,34,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,35,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,36,heco,high N,4,9,27.8,60,Y,0,
28-Feb,37,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,38,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,39,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,40,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,41,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,42,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,43,ceso,high N,4,9,13.7,31,N,NA,
28-Feb,44,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,45,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,46,heco,low N,4,9,18,16,N,NA,
28-Feb,47,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,48,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,49,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,50,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,51,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,52,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,53,heco,high N,4,9,24.1,90,Y,0,
28-Feb,54,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,55,heco,high N,4,9,16.1,38,ready,NA,3Y
28-Feb,56,heco,low N,4,9,13.1,12,N,NA,
28-Feb,57,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,58,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,59,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,60,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,61,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,62,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,63,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,64,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,65,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,66,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,67,ceso,high N,4,9,52.1,45,Y,2,5 Y
28-Feb,68,ceso,low N,4,9,16.1,17,Y,0,1 Y
28-Feb,69,heco,low N,4,9,15.6,16,N,NA,
28-Feb,70,heco,low N,4,9,18,18,ready,NA,
28-Feb,71,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,72,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,73,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,74,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,75,ceso,low N,4,9,12.7,18,ready,NA,
28-Feb,76,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,77,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,78,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,79,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,80,ceso,low N,4,9,14.7,16,N,NA,5Y
28-Feb,81,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,82,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,83,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,84,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,85,ceso,low N,4,9,11.6,15,N,NA,5Y
28-Feb,86,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,87,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,88,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,89,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,90,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,91,ceso,high N,4,9,56.1,62,Y,5,5Y
28-Feb,92,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,93,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,94,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,95,ceso,high N,4,9,19.7,26,N,NA,6Y
28-Feb,96,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,97,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,98,heco,low N,4,9,16.7,18,ready,NA,
28-Feb,99,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,100,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,101,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,102,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,103,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,104,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,105,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,106,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,107,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,108,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,109,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,110,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,111,ceso,high N,4,9,68.8,71,Y,3,3 Y
28-Feb,112,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,113,ceso,low N,4,9,12.6,16,N,NA,
28-Feb,114,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,115,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,116,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,117,ceso,low N,4,9,14,15,ready,NA,
28-Feb,118,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,119,ceso,high N,4,9,32.1,27,Y,0,5Y
28-Feb,120,ceso,low N,4,9,12.8,15,N,NA,1 red
28-Feb,121,heco,high N,4,9,42.6,92,Y,9,
28-Feb,122,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,123,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,124,heco,high N,4,9,32.2,86,Y,4,
28-Feb,125,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,126,heco,high N,4,9,28.6,114,Y,0,
28-Feb,127,heco,high N,4,9,46.1,142,Y,10,
28-Feb,128,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,129,heco,low N,4,9,21.7,22,ready,NA,
28-Feb,130,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,131,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,132,heco,low N,4,9,16.8,20,N,NA,
28-Feb,133,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,134,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,135,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,136,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,137,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,138,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,139,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,140,heco,low N,4,9,16,26,ready,NA,
28-Feb,141,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,142,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,143,heco,high N,4,9,52.9,106,Y,6,
28-Feb,144,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,145,ceso,high N,4,9,14.7,22,N,NA,
28-Feb,146,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,147,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,148,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,149,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,150,heco,low N,4,9,12.2,18,ready,NA,
28-Feb,151,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,152,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,153,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,154,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,155,ceso,low N,4,9,12.7,16,N,3 red,
28-Feb,156,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,157,ceso,high N,4,9,16.8,23,N,5 Y,
28-Feb,158,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,159,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,160,heco,low N,1,9,NA,NA,NA,NA,
5-Mar,1,heco,low N,4,10,17.9,14,N,NA,
5-Mar,2,heco,high N,4,10,21.6,56,ready,NA,
5-Mar,3,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,4,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,5,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,6,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,7,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,8,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,9,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,10,ceso,high N,4,10,16.9,30,N,NA,
5-Mar,11,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,12,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,13,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,14,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,15,ceso,low N,4,10,10.8,17,N,NA,
5-Mar,16,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,17,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,18,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,19,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,20,ceso,high N,4,10,12.1,24,N,NA,
5-Mar,21,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,22,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,23,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,24,heco,low N,3,10,9.2,17,N,NA,white spots
5-Mar,25,ceso,low N,4,10,NA,NA,NA,NA,
5-Mar,26,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,27,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,28,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,29,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,30,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,31,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,32,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,33,heco,high N,4,10,24.9,82,Y,0,
5-Mar,34,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,35,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,36,heco,high N,4,10,30,68,Y,0,
5-Mar,37,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,38,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,39,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,40,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,41,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,42,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,43,ceso,high N,4,10,16.4,34,ready,NA,
5-Mar,44,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,45,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,46,heco,low N,4,10,18.6,28,ready,NA,
5-Mar,47,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,48,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,49,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,50,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,51,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,52,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,53,heco,high N,4,10,22.6,126,Y,0,
5-Mar,54,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,55,heco,high N,4,10,18.4,54,N,NA,
5-Mar,56,heco,low N,4,10,15.9,12,N,NA,
5-Mar,57,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,58,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,59,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,60,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,61,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,62,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,63,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,64,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,65,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,66,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,67,ceso,high N,4,10,64.2,69,Y,5,
5-Mar,68,ceso,low N,4,10,20.4,16,Y,1,
5-Mar,69,heco,low N,4,10,17.4,20,ready,NA,
5-Mar,70,heco,low N,4,10,20.3,26,Y,0,
5-Mar,71,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,72,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,73,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,74,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,75,ceso,low N,4,10,13,21,ready,NA,
5-Mar,76,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,77,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,78,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,79,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,80,ceso,low N,4,10,14.2,14,N,NA,
5-Mar,81,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,82,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,83,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,84,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,85,ceso,low N,4,10,11.9,16,N,NA,
5-Mar,86,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,87,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,88,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,89,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,90,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,91,ceso,high N,4,10,56.3,70,Y,6,
5-Mar,92,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,93,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,94,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,95,ceso,high N,4,10,10.8,30,N,NA,
5-Mar,96,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,97,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,98,heco,low N,4,10,16.9,24,Y,NA,
5-Mar,99,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,100,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,101,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,102,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,103,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,104,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,105,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,106,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,107,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,108,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,109,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,110,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,111,ceso,high N,4,10,72.2,74,Y,10,
5-Mar,112,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,113,ceso,low N,4,10,10.2,16,N,NA,
5-Mar,114,heco,high N,3,10,NA,NA,NA,NA,
5-Mar,115,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,116,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,117,ceso,low N,4,10,16.8,14,Y,0,
5-Mar,118,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,119,ceso,high N,4,10,46.1,33,Y,1,
5-Mar,120,ceso,low N,4,10,10.9,15,N,NA,
5-Mar,121,heco,high N,4,10,50.5,194,Y,5,
5-Mar,122,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,123,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,124,heco,high N,4,10,46.1,196,Y,7,
5-Mar,125,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,126,heco,high N,4,10,40.8,172,Y,1,
5-Mar,127,heco,high N,4,10,51.5,188,Y,12,
5-Mar,128,heco,low N,1,10,NA,NA,NA,NA,
5-Mar,129,heco,low N,4,10,22.4,32,Y,0,
5-Mar,130,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,131,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,132,heco,low N,4,10,18.4,24,ready,NA,
5-Mar,133,heco,high N,2,10,NA,NA,NA,NA,
5-Mar,134,heco,high N,1,10,NA,NA,NA,NA,
5-Mar,135,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,136,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,137,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,138,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,139,heco,low N,3,10,NA,NA,NA,NA,
5-Mar,140,heco,low N,4,10,17.3,36,ready,NA,
5-Mar,141,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,142,ceso,high N,2,10,NA,NA,NA,NA,
5-Mar,143,heco,high N,4,10,57.2,248,Y,8,
5-Mar,144,heco,low N,2,10,NA,NA,NA,NA,
5-Mar,145,ceso,high N,4,10,12.8,25,N,NA,
5-Mar,146,ceso,low N,1,10,NA,NA,NA,NA,
5-Mar,147,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,148,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,149,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,150,heco,low N,4,10,13.1,34,ready,NA,
5-Mar,151,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,152,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,153,ceso,high N,1,10,NA,NA,NA,NA,
5-Mar,154,ceso,low N,2,10,NA,NA,NA,NA,
5-Mar,155,ceso,low N,4,10,11.6,20,N,NA,
5-Mar,156,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,157,ceso,high N,4,10,18.8,27,Y,0,
5-Mar,158,ceso,low N,3,10,NA,NA,NA,NA,
5-Mar,159,ceso,high N,3,10,NA,NA,NA,NA,
5-Mar,160,heco,low N,1,10,NA,NA,NA,NA,
